from_transaction,to_domain,role
3043446,yahoo.com,purchaser
3043447,yahoo.com,purchaser
3043448,gmail.com,purchaser
3043448,gmail.com,recipient
3043449,hotmail.com,purchaser
3043450,gmail.com,purchaser
3043451,yahoo.com,purchaser
3043452,gmail.com,purchaser
3043452,gmail.com,recipient
3043453,gmail.com,purchaser
3043454,yahoo.com,purchaser
3043455,gmail.com,purchaser
3043455,gmail.com,recipient
3043456,gmail.com,purchaser
3043456,gmail.com,recipient
3043457,yahoo.com,purchaser
3043459,gmail.com,purchaser
3043462,aol.com,purchaser
3043463,gmail.com,purchaser
3043464,anonymous.com,purchaser
3043465,cfl.rr.com,purchaser
3043467,gmail.com,purchaser
3043469,hotmail.com,purchaser
3043470,gmail.com,purchaser
3043471,yahoo.com,purchaser
3043471,gmail.com,recipient
3043472,gmail.com,purchaser
3043472,gmail.com,recipient
3043473,gmail.com,purchaser
3043474,live.com,purchaser
3043476,gmail.com,purchaser
3043478,gmail.com,purchaser
3043479,yahoo.com,purchaser
3043480,yahoo.com,purchaser
3043481,icloud.com,purchaser
3043483,aol.com,recipient
3043484,msn.com,purchaser
3043485,gmail.com,purchaser
3043486,bellsouth.net,purchaser
3043487,aol.com,purchaser
3043488,aol.com,purchaser
3043489,yahoo.com,purchaser
3043490,gmail.com,purchaser
3043491,aol.com,purchaser
3043492,gmail.com,purchaser
3043492,icloud.com,recipient
3043493,yahoo.com,purchaser
3043494,gmail.com,purchaser
3043494,gmail.com,recipient
3043495,icloud.com,purchaser
3043496,comcast.net,purchaser
3043496,gmail.com,recipient
3043497,gmail.com,purchaser
3043498,yahoo.com,purchaser
3043501,yahoo.com,purchaser
3043502,gmail.com,purchaser
3043503,gmail.com,purchaser
3043504,gmail.com,purchaser
3043505,gmail.com,purchaser
3043506,yahoo.com,purchaser
3043506,anonymous.com,recipient
3043507,yahoo.com,purchaser
3043508,anonymous.com,purchaser
3043508,anonymous.com,recipient
3043509,yahoo.com,purchaser
3043509,gmail.com,recipient
3043510,gmail.com,purchaser
3043510,gmail.com,recipient
3043511,comcast.net,purchaser
3043511,comcast.net,recipient
3043512,anonymous.com,purchaser
3043513,gmail.com,purchaser
3043514,gmail.com,purchaser
3043515,att.net,purchaser
3043515,aol.com,recipient
3043516,gmail.com,purchaser
3043518,yahoo.com,purchaser
3043519,anonymous.com,purchaser
3043519,anonymous.com,recipient
3043520,gmail.com,purchaser
3043521,gmail.com,purchaser
3043522,yahoo.com,purchaser
3043523,msn.com,purchaser
3043524,aol.com,purchaser
3043524,aol.com,recipient
3043525,gmail.com,purchaser
3043526,gmail.com,purchaser
3043527,yahoo.com,purchaser
3043529,gmail.com,purchaser
3043530,yahoo.com,purchaser
3043530,gmail.com,recipient
3043531,hotmail.com,purchaser
3043531,hotmail.com,recipient
3043532,outlook.com,purchaser
3043533,gmail.com,purchaser
3043533,gmail.com,recipient
3043534,gmail.com,purchaser
3043535,att.net,purchaser
3043536,anonymous.com,purchaser
3043536,anonymous.com,recipient
3043537,yahoo.com,purchaser
3043538,gmail.com,purchaser
3043538,gmail.com,recipient
3043539,cox.net,purchaser
3043540,gmail.com,purchaser
3043540,gmail.com,recipient
3043541,yahoo.com,purchaser
3043541,aol.com,recipient
3043543,gmail.com,purchaser
3043544,gmail.com,purchaser
3043544,gmail.com,recipient
3043545,gmail.com,purchaser
3043546,aol.com,recipient
3043547,sbcglobal.net,purchaser
3043548,hotmail.com,purchaser
3043548,hotmail.com,recipient
3043549,gmail.com,purchaser
3043550,yahoo.com,purchaser
3043551,hotmail.com,purchaser
3043551,hotmail.com,recipient
3043552,sbcglobal.net,purchaser
3043552,sbcglobal.net,recipient
3043553,gmail.com,purchaser
3043553,yahoo.com,recipient
3043554,gmail.com,purchaser
3043554,gmail.com,recipient
3043555,hotmail.com,purchaser
3043555,hotmail.com,recipient
3043556,comcast.net,purchaser
3043557,aol.com,purchaser
3043557,anonymous.com,recipient
3043558,hotmail.com,purchaser
3043558,hotmail.com,recipient
3043559,earthlink.net,purchaser
3043560,yahoo.es,purchaser
3043560,yahoo.es,recipient
3043561,optonline.net,purchaser
3043561,optonline.net,recipient
3043562,gmail.com,purchaser
3043563,gmail.com,purchaser
3043564,gmail.com,purchaser
3043565,gmail.com,purchaser
3043566,aol.com,purchaser
3043566,anonymous.com,recipient
3043567,yahoo.com,purchaser
3043568,yahoo.com,purchaser
3043569,comcast.net,purchaser
3043570,gmail.com,purchaser
3043572,gmail.com,purchaser
3043573,gmail.com,purchaser
3043573,gmail.com,recipient
3043576,gmail.com,purchaser
3043576,gmail.com,recipient
3043577,icloud.com,purchaser
3043577,gmail.com,recipient
3043578,icloud.com,purchaser
3043578,icloud.com,recipient
3043580,gmail.com,purchaser
3043580,gmail.com,recipient
3043581,verizon.net,purchaser
3043582,gmail.com,recipient
3043583,gmail.com,purchaser
3043584,gmail.com,purchaser
3043584,gmail.com,recipient
3043585,yahoo.com,purchaser
3043586,hotmail.com,purchaser
3043587,yahoo.com,purchaser
3043588,aol.com,purchaser
3043588,aol.com,recipient
3043589,yahoo.com,purchaser
3043590,gmail.com,purchaser
3043591,anonymous.com,purchaser
3043592,gmail.com,purchaser
3043593,gmail.com,purchaser
3043595,gmail.com,purchaser
3043596,gmail.com,purchaser
3043596,gmail.com,recipient
3043597,comcast.net,purchaser
3043600,comcast.net,purchaser
3043601,hotmail.com,purchaser
3043601,hotmail.com,recipient
3043603,anonymous.com,recipient
3043604,gmail.com,purchaser
3043604,gmail.com,recipient
3043605,aol.com,purchaser
3043607,yahoo.com,purchaser
3043608,yahoo.com,purchaser
3043610,gmail.com,purchaser
3043611,aol.com,purchaser
3043613,yahoo.com,purchaser
3043614,gmail.com,purchaser
3043615,gmail.com,purchaser
3043616,comcast.net,recipient
3043618,gmail.com,purchaser
3043619,anonymous.com,purchaser
3043619,anonymous.com,recipient
3043620,icloud.com,purchaser
3043621,aol.com,purchaser
3043621,aol.com,recipient
3043622,hotmail.com,purchaser
3043623,outlook.com,purchaser
3043623,outlook.com,recipient
3043624,aol.com,purchaser
3043625,hotmail.com,purchaser
3043625,anonymous.com,recipient
3043626,yahoo.com,purchaser
3043627,yahoo.com.mx,purchaser
3043627,yahoo.com.mx,recipient
3043628,yahoo.com,purchaser
3043628,yahoo.com,recipient
3043630,yahoo.com,purchaser
3043630,gmail.com,recipient
3043631,anonymous.com,purchaser
3043631,anonymous.com,recipient
3043632,yahoo.com,purchaser
3043634,att.net,purchaser
3043636,aol.com,purchaser
3043637,yahoo.com,purchaser
3043639,aol.com,recipient
3043640,anonymous.com,purchaser
3043641,gmail.com,purchaser
3043641,gmail.com,recipient
3043642,hotmail.com,purchaser
3043643,gmail.com,purchaser
3043644,gmail.com,purchaser
3043645,gmail.com,purchaser
3043645,verizon.net,recipient
3043646,sbcglobal.net,purchaser
3043647,yahoo.com,purchaser
3043648,gmail.com,purchaser
3043651,cox.net,purchaser
3043652,yahoo.com,purchaser
3043654,sbcglobal.net,purchaser
3043654,sbcglobal.net,recipient
3043655,gmail.com,purchaser
3043655,yahoo.com,recipient
3043656,hotmail.com,recipient
3043657,comcast.net,purchaser
3043657,comcast.net,recipient
3043658,prodigy.net.mx,purchaser
3043658,prodigy.net.mx,recipient
3043659,gmail.com,purchaser
3043660,gmail.com,purchaser
3043660,gmail.com,recipient
3043661,yahoo.com,purchaser
3043662,anonymous.com,purchaser
3043662,anonymous.com,recipient
3043664,anonymous.com,purchaser
3043665,yahoo.com,purchaser
3043666,gmail.com,purchaser
3043667,yahoo.com,purchaser
3043668,aol.com,purchaser
3043669,gmail.com,purchaser
3043670,gmail.com,purchaser
3043671,gmail.com,purchaser
3043672,yahoo.com,purchaser
3043673,yahoo.es,purchaser
3043673,yahoo.es,recipient
3043674,gmail.com,purchaser
3043674,gmail.com,recipient
3043675,yahoo.com,purchaser
3043676,anonymous.com,purchaser
3043677,gmail.com,purchaser
3043678,yahoo.com,purchaser
3043679,gmail.com,purchaser
3043680,gmail.com,purchaser
3043680,gmail.com,recipient
3043681,anonymous.com,purchaser
3043681,anonymous.com,recipient
3043682,gmail.com,purchaser
3043684,gmail.com,purchaser
3043685,gmail.com,purchaser
3043685,gmail.com,recipient
3043686,yahoo.com,purchaser
3043688,comcast.net,purchaser
3043689,live.com,purchaser
3043690,yahoo.com,purchaser
3043691,prodigy.net.mx,purchaser
3043691,prodigy.net.mx,recipient
3043692,aol.com,purchaser
3043692,verizon.net,recipient
3043693,hotmail.com,purchaser
3043694,anonymous.com,purchaser
3043694,anonymous.com,recipient
3043695,gmail.com,purchaser
3043696,gmail.com,purchaser
3043696,gmail.com,recipient
3043697,gmail.com,purchaser
3043698,aol.com,purchaser
3043699,anonymous.com,purchaser
3043700,comcast.net,purchaser
3043701,yahoo.com,purchaser
3043702,verizon.net,purchaser
3043703,yahoo.es,purchaser
3043703,yahoo.es,recipient
3043704,gmail.com,purchaser
3043705,icloud.com,purchaser
3043705,icloud.com,recipient
3043706,gmail.com,purchaser
3043707,cox.net,purchaser
3043709,gmail.com,purchaser
3043710,anonymous.com,purchaser
3043710,att.net,recipient
3043711,aol.com,purchaser
3043712,yahoo.com,purchaser
3043713,yahoo.com,purchaser
3043713,yahoo.com,recipient
3043714,gmail.com,purchaser
3043715,yahoo.com,purchaser
3043716,gmail.com,purchaser
3043717,gmail.com,purchaser
3043718,yahoo.com,purchaser
3043718,yahoo.com,recipient
3043719,gmail.com,purchaser
3043719,aol.com,recipient
3043720,gmail.com,purchaser
3043720,gmail.com,recipient
3043721,yahoo.com,purchaser
3043722,prodigy.net.mx,purchaser
3043722,prodigy.net.mx,recipient
3043725,gmail.com,purchaser
3043726,anonymous.com,purchaser
3043726,anonymous.com,recipient
3043727,gmail.com,purchaser
3043728,yahoo.com,purchaser
3043729,gmail.com,purchaser
3043730,gmail.com,purchaser
3043731,gmail.com,purchaser
3043732,gmail.com,purchaser
3043733,aol.com,purchaser
3043733,gmail.com,recipient
3043734,msn.com,purchaser
3043734,msn.com,recipient
3043735,anonymous.com,purchaser
3043735,aol.com,recipient
3043736,gmail.com,purchaser
3043736,gmail.com,recipient
3043737,gmail.com,purchaser
3043738,anonymous.com,purchaser
3043739,gmail.com,purchaser
3043740,live.com,purchaser
3043741,anonymous.com,purchaser
3043741,anonymous.com,recipient
3043742,gmail.com,purchaser
3043743,ymail.com,purchaser
3043744,comcast.net,purchaser
3043745,gmail.com,purchaser
3043745,gmail.com,recipient
3043746,yahoo.com,purchaser
3043748,gmail.com,purchaser
3043749,gmail.com,purchaser
3043750,gmail.com,purchaser
3043750,gmail.com,recipient
3043752,hotmail.com,purchaser
3043752,hotmail.com,recipient
3043753,gmail.com,purchaser
3043754,gmail.com,purchaser
3043754,hotmail.com,recipient
3043755,yahoo.com,purchaser
3043756,gmail.com,purchaser
3043757,gmail.com,purchaser
3043758,anonymous.com,purchaser
3043758,anonymous.com,recipient
3043759,yahoo.com,purchaser
3043760,gmail.com,recipient
3043761,hotmail.com,purchaser
3043761,hotmail.com,recipient
3043762,aol.com,purchaser
3043766,verizon.net,purchaser
3043767,sbcglobal.net,purchaser
3043768,anonymous.com,purchaser
3043768,gmail.com,recipient
3043769,gmail.com,purchaser
3043771,gmail.com,purchaser
3043772,aol.com,purchaser
3043773,anonymous.com,purchaser
3043773,anonymous.com,recipient
3043774,yahoo.com,purchaser
3043775,hotmail.com,purchaser
3043775,hotmail.com,recipient
3043776,aol.com,purchaser
3043777,att.net,purchaser
3043778,msn.com,purchaser
3043779,gmail.com,purchaser
3043779,gmail.com,recipient
3043780,gmail.com,purchaser
3043781,gmail.com,purchaser
3043781,gmail.com,recipient
3043782,yahoo.com,purchaser
3043783,gmail.com,purchaser
3043786,hotmail.com,purchaser
3043787,hotmail.com,purchaser
3043788,yahoo.com,purchaser
3043789,yahoo.com,purchaser
3043790,gmail.com,purchaser
3043790,gmail.com,recipient
3043791,outlook.com,purchaser
3043792,hotmail.com,purchaser
3043792,hotmail.com,recipient
3043793,gmail.com,purchaser
3043794,yahoo.com,purchaser
3043794,yahoo.com,recipient
3043795,gmail.com,purchaser
3043797,yahoo.com,purchaser
3043798,gmail.com,purchaser
3043798,gmail.com,recipient
3043799,gmail.com,purchaser
3043800,gmail.com,purchaser
3043801,aol.com,purchaser
3043802,gmail.com,purchaser
3043803,gmail.com,purchaser
3043804,gmail.com,purchaser
3043806,aol.com,purchaser
3043807,hotmail.com,purchaser
3043807,hotmail.com,recipient
3043808,yahoo.com,purchaser
3043809,yahoo.com,purchaser
3043810,gmail.com,purchaser
3043810,anonymous.com,recipient
3043811,gmail.com,purchaser
3043812,gmail.com,purchaser
3043813,gmail.com,purchaser
3043814,gmail.com,purchaser
3043815,gmail.com,purchaser
3043816,yahoo.com,purchaser
3043817,gmail.com,purchaser
3043820,gmail.com,purchaser
3043820,gmail.com,recipient
3043821,hotmail.com,purchaser
3043822,gmail.com,purchaser
3043824,gmail.com,purchaser
3043825,anonymous.com,purchaser
3043825,anonymous.com,recipient
3043826,protonmail.com,purchaser
3043827,gmail.com,purchaser
3043828,gmail.com,purchaser
3043829,hotmail.com,purchaser
3043830,gmail.com,purchaser
3043831,anonymous.com,purchaser
3043831,anonymous.com,recipient
3043832,me.com,purchaser
3043832,mac.com,recipient
3043833,gmail.com,purchaser
3043834,aol.com,purchaser
3043835,hotmail.com,purchaser
3043835,hotmail.com,recipient
3043836,gmail.com,purchaser
3043837,yahoo.com,purchaser
3043838,gmail.com,purchaser
3043838,gmail.com,recipient
3043839,yahoo.com,purchaser
3043840,msn.com,purchaser
3043841,yahoo.com,purchaser
3043842,gmail.com,purchaser
3043843,gmail.com,purchaser
3043843,gmail.com,recipient
3043844,yahoo.com,purchaser
3043847,gmail.com,purchaser
3043848,gmail.com,purchaser
3043849,anonymous.com,purchaser
3043849,anonymous.com,recipient
3043850,gmail.com,purchaser
3043851,gmail.com,purchaser
3043852,gmail.com,purchaser
3043853,gmail.com,purchaser
3043854,gmail.com,purchaser
3043855,yahoo.com,purchaser
3043857,aol.com,purchaser
3043858,gmail.com,purchaser
3043859,yahoo.com,recipient
3043860,bellsouth.net,purchaser
3043861,gmail.com,purchaser
3043863,anonymous.com,purchaser
3043864,yahoo.com,purchaser
3043865,gmail.com,purchaser
3043866,gmail.com,purchaser
3043867,yahoo.com,purchaser
3043867,yahoo.com,recipient
3043868,gmail.com,purchaser
3043869,anonymous.com,purchaser
3043870,hotmail.com,purchaser
3043870,hotmail.com,recipient
3043871,gmail.com,purchaser
3043872,hotmail.com,purchaser
3043873,gmail.com,purchaser
3043874,gmail.com,purchaser
3043875,gmail.com,purchaser
3043876,yahoo.com,purchaser
3043878,yahoo.com,purchaser
3043881,yahoo.com,purchaser
3043882,yahoo.com,purchaser
3043883,yahoo.com,purchaser
3043884,gmail.com,purchaser
3043884,gmail.com,recipient
3043885,yahoo.com,purchaser
3043885,gmail.com,recipient
3043886,yahoo.com,purchaser
3043887,gmail.com,purchaser
3043887,gmail.com,recipient
3043888,gmail.com,purchaser
3043889,gmail.com,purchaser
3043889,gmail.com,recipient
3043890,yahoo.com,purchaser
3043891,gmail.com,purchaser
3043892,anonymous.com,purchaser
3043893,hotmail.com,purchaser
3043893,hotmail.com,recipient
3043894,gmail.com,purchaser
3043895,gmail.com,purchaser
3043896,gmail.com,purchaser
3043896,gmail.com,recipient
3043897,live.com,purchaser
3043897,live.com,recipient
3043898,comcast.net,purchaser
3043898,aol.com,recipient
3043899,anonymous.com,purchaser
3043900,gmail.com,purchaser
3043901,gmail.com,purchaser
3043902,gmail.com,purchaser
3043904,comcast.net,purchaser
3043905,gmail.com,purchaser
3043906,msn.com,purchaser
3043907,yahoo.com,purchaser
3043907,yahoo.com,recipient
3043908,yahoo.com,purchaser
3043909,ptd.net,purchaser
3043910,yahoo.com,purchaser
3043911,aol.com,recipient
3043912,hotmail.com,purchaser
3043913,gmail.com,purchaser
3043915,hotmail.com,purchaser
3043915,hotmail.com,recipient
3043916,yahoo.com,purchaser
3043917,outlook.com,purchaser
3043917,outlook.com,recipient
3043918,gmail.com,purchaser
3043918,gmail.com,recipient
3043919,gmail.com,purchaser
3043920,gmail.com,purchaser
3043921,gmail.com,purchaser
3043922,yahoo.com,purchaser
3043923,yahoo.com,purchaser
3043924,yahoo.com,purchaser
3043925,hotmail.com,purchaser
3043925,hotmail.com,recipient
3043926,gmail.com,recipient
3043928,yahoo.com,purchaser
3043929,gmail.com,purchaser
3043930,aol.com,purchaser
3043930,aol.com,recipient
3043931,hotmail.com,purchaser
3043932,gmail.com,purchaser
3043933,gmail.com,purchaser
3043934,gmail.com,purchaser
3043935,aol.com,purchaser
3043936,yahoo.com,purchaser
3043937,yahoo.com,purchaser
3043938,gmail.com,purchaser
3043938,gmail.com,recipient
3043939,gmail.com,purchaser
3043940,gmail.com,purchaser
3043940,gmail.com,recipient
3043941,gmail.com,purchaser
3043941,yahoo.com,recipient
3043942,gmail.com,purchaser
3043943,comcast.net,purchaser
3043944,anonymous.com,purchaser
3043945,icloud.com,purchaser
3043945,icloud.com,recipient
3043946,yahoo.com,purchaser
3043947,bellsouth.net,purchaser
3043948,live.com.mx,purchaser
3043948,live.com.mx,recipient
3043949,gmail.com,purchaser
3043950,protonmail.com,purchaser
3043950,protonmail.com,recipient
3043951,gmail.com,purchaser
3043953,gmail.com,purchaser
3043954,outlook.com,purchaser
3043955,sbcglobal.net,purchaser
3043955,anonymous.com,recipient
3043956,anonymous.com,purchaser
3043958,gmail.com,purchaser
3043958,gmail.com,recipient
3043959,sbcglobal.net,purchaser
3043959,sbcglobal.net,recipient
3043960,anonymous.com,purchaser
3043960,anonymous.com,recipient
3043961,anonymous.com,recipient
3043962,yahoo.com,purchaser
3043963,gmail.com,purchaser
3043963,gmail.com,recipient
3043965,gmail.com,purchaser
3043966,aim.com,purchaser
3043967,gmail.com,purchaser
3043967,gmail.com,recipient
3043968,gmail.com,purchaser
3043969,aol.com,purchaser
3043970,gmail.com,purchaser
3043971,yahoo.com,purchaser
3043972,icloud.com,purchaser
3043972,icloud.com,recipient
3043973,gmail.com,purchaser
3043974,gmail.com,purchaser
3043975,gmail.com,purchaser
3043976,mail.com,purchaser
3043976,mail.com,recipient
3043977,gmail.com,purchaser
3043978,outlook.com,purchaser
3043978,outlook.com,recipient
3043979,comcast.net,purchaser
3043981,outlook.com,purchaser
3043981,outlook.com,recipient
3043982,yahoo.com,purchaser
3043983,gmail.com,purchaser
3043984,gmail.com,purchaser
3043985,gmail.com,purchaser
3043985,gmail.com,recipient
3043986,gmail.com,purchaser
3043987,gmail.com,purchaser
3043987,gmail.com,recipient
3043988,yahoo.com,purchaser
3043990,yahoo.com,purchaser
3043991,gmail.com,purchaser
3043992,hotmail.com,purchaser
3043992,hotmail.com,recipient
3043993,outlook.com,purchaser
3043995,icloud.com,purchaser
3043996,gmail.com,purchaser
3043997,bellsouth.net,purchaser
3043997,comcast.net,recipient
3043998,gmail.com,recipient
3043999,anonymous.com,purchaser
3043999,anonymous.com,recipient
3044000,gmail.com,purchaser
3044000,gmail.com,recipient
3044001,yahoo.com,purchaser
3044002,aol.com,purchaser
3044003,hotmail.com,purchaser
3044004,yahoo.com,purchaser
3044005,gmail.com,purchaser
3044006,yahoo.com,purchaser
