from_card,to_transaction
C08269-K1,3193854
C09241-K2,3193855
C11000-K2,3193856
C03676-K2,3193857
C11019-K2,3193858
C06121-K2,3193859
C08945-K2,3193860
C05973-K1,3193861
C04965-K2,3193862
C08989-K2,3193863
C11923-K2,3193864
C13440-K2,3193865
C02342-K1,3193866
C04965-K2,3193867
C09241-K2,3193868
C07867-K2,3193869
C11092-K2,3193870
C01982-K2,3193871
C03278-K2,3193872
C11844-K2,3193873
C13440-K2,3193874
C01895-K1,3193875
C03676-K2,3193876
C09359-K1,3193877
C05530-K2,3193878
C11889-K2,3193879
C09241-K2,3193880
C12897-K1,3193881
C08438-K1,3193882
C11842-K1,3193883
C04108-K2,3193884
C09359-K1,3193885
C03715-K1,3193886
C03738-K2,3193887
C01155-K2,3193888
C11558-K2,3193889
C07096-K2,3193890
C03218-K2,3193891
C01982-K2,3193892
C01618-K2,3193893
C07944-K1,3193894
C12961-K2,3193895
C01574-K1,3193896
C01559-K1,3193897
C01109-K2,3193898
C07841-K1,3193899
C01727-K2,3193900
C09141-K1,3193901
C04266-K1,3193902
C11000-K2,3193903
C09933-K2,3193904
C01895-K1,3193905
C06630-K2,3193906
C12439-K1,3193907
C11945-K2,3193908
C02887-K1,3193909
C08190-K2,3193910
C00854-K2,3193911
C08945-K2,3193912
C02716-K2,3193913
C00854-K2,3193914
C06224-K2,3193915
C00294-K2,3193916
C03278-K2,3193917
C11522-K2,3193918
C10193-K2,3193919
C12961-K2,3193920
C00107-K1,3193921
C08623-K2,3193922
C06841-K1,3193923
C04125-K2,3193924
C02716-K2,3193925
C00400-K1,3193926
C07987-K2,3193927
C01155-K2,3193928
C13423-K1,3193929
C02285-K2,3193930
C08962-K2,3193931
C00854-K2,3193932
C07962-K1,3193933
C09241-K2,3193934
C07612-K1,3193935
C11709-K2,3193936
C10193-K2,3193937
C09363-K2,3193938
C11923-K2,3193939
C05530-K2,3193940
C11923-K2,3193941
C03556-K1,3193942
C06835-K2,3193943
C02214-K2,3193944
C03676-K2,3193945
C04026-K1,3193946
C00416-K1,3193947
C06224-K2,3193948
C12265-K2,3193949
C05097-K2,3193950
C12094-K2,3193951
C00577-K1,3193952
C11923-K2,3193953
C10525-K1,3193954
C00307-K1,3193955
C00854-K2,3193956
C00750-K2,3193957
C12136-K2,3193958
C04393-K1,3193959
C07614-K2,3193960
C02656-K1,3193961
C08190-K2,3193962
C02354-K2,3193963
C10867-K1,3193964
C13467-K1,3193965
C02458-K1,3193966
C00050-K2,3193967
C09165-K2,3193968
C11919-K2,3193969
C11923-K2,3193970
C08080-K1,3193971
C03279-K1,3193972
C11709-K2,3193973
C12094-K2,3193974
C03341-K2,3193975
C01374-K1,3193976
C04798-K2,3193977
C00452-K2,3193978
C08989-K2,3193979
C00232-K2,3193980
C13423-K1,3193981
C12532-K1,3193982
C04125-K2,3193983
C03019-K2,3193984
C01982-K2,3193985
C09241-K2,3193986
C04346-K2,3193987
C07171-K2,3193988
C12382-K1,3193989
C08438-K1,3193990
C10178-K1,3193991
C06942-K2,3193992
C07297-K2,3193993
C07149-K2,3193994
C10957-K2,3193995
C10007-K1,3193996
C00452-K2,3193997
C12053-K1,3193998
C09363-K2,3193999
C04125-K2,3194000
C02764-K1,3194001
C03851-K1,3194002
C02084-K2,3194003
C12797-K1,3194004
C11000-K2,3194005
C08945-K2,3194006
C11327-K1,3194007
C06121-K2,3194008
C12981-K1,3194009
C11327-K1,3194010
C01895-K1,3194011
C02616-K1,3194012
C02515-K2,3194013
C03218-K2,3194014
C09365-K2,3194015
C04661-K2,3194016
C03341-K2,3194017
C03066-K1,3194018
C11919-K2,3194019
C09241-K2,3194020
C11923-K2,3194021
C00889-K2,3194022
C06494-K2,3194023
C05245-K2,3194024
C01982-K2,3194025
C08190-K2,3194026
C08489-K2,3194027
C01119-K2,3194028
C08260-K1,3194029
C04125-K2,3194030
C05265-K1,3194031
C06257-K1,3194032
C09800-K2,3194033
C02502-K2,3194034
C06228-K2,3194035
C01285-K1,3194036
C10344-K2,3194037
C12265-K2,3194038
C04105-K2,3194039
C05295-K1,3194040
C00750-K2,3194041
C02214-K2,3194042
C00750-K2,3194043
C06224-K2,3194044
C13058-K2,3194045
C02716-K2,3194046
C11923-K2,3194047
C09981-K2,3194048
C01816-K1,3194049
C00329-K2,3194050
C05031-K2,3194051
C00059-K2,3194052
C11709-K2,3194053
C12382-K1,3194054
C09221-K2,3194055
C05263-K2,3194056
C04125-K2,3194057
C04984-K2,3194058
C09363-K2,3194059
C10016-K2,3194060
C01895-K1,3194061
C03657-K1,3194062
C08106-K1,3194063
C07196-K2,3194064
C07646-K2,3194065
C06494-K2,3194066
C10344-K2,3194067
C02393-K2,3194068
C02989-K1,3194069
C07831-K1,3194070
C09221-K2,3194071
C05876-K2,3194072
C06224-K2,3194073
C12053-K1,3194074
C07310-K1,3194075
C08450-K2,3194076
C12542-K1,3194077
C02502-K2,3194078
C12267-K2,3194079
C09249-K1,3194080
C00854-K2,3194081
C05245-K2,3194082
C00294-K2,3194083
C09582-K1,3194084
C08989-K2,3194085
C09165-K2,3194086
C04117-K2,3194087
C07998-K1,3194088
C12867-K1,3194089
C10344-K2,3194090
C01109-K2,3194091
C10127-K2,3194092
C06031-K2,3194093
C11464-K2,3194094
C01996-K2,3194095
C08478-K1,3194096
C02897-K1,3194097
C06764-K2,3194098
C08962-K2,3194099
C09363-K2,3194100
C08489-K2,3194101
C12961-K2,3194102
C00223-K1,3194103
C06031-K2,3194104
C03019-K2,3194105
C02285-K2,3194106
C07867-K2,3194107
C10507-K2,3194108
C02368-K1,3194109
C11533-K2,3194110
C02573-K2,3194111
C01109-K2,3194112
C11536-K1,3194113
C05054-K2,3194114
C12625-K1,3194115
C07149-K2,3194116
C11031-K2,3194117
C07614-K2,3194118
C08623-K2,3194119
C02245-K2,3194120
C10083-K1,3194121
C13440-K2,3194122
C11890-K1,3194123
C03634-K1,3194124
C08256-K2,3194125
C05704-K2,3194126
C01222-K1,3194127
C01155-K2,3194128
C12084-K2,3194129
C12932-K2,3194130
C05031-K2,3194131
C02285-K2,3194132
C10223-K1,3194133
C03218-K2,3194134
C04105-K2,3194135
C12171-K1,3194136
C05585-K1,3194137
C05097-K2,3194138
C12136-K2,3194139
C06821-K2,3194140
C11522-K2,3194141
C03950-K1,3194142
C07646-K2,3194143
C07149-K2,3194144
C09471-K2,3194145
C04125-K2,3194146
C06630-K2,3194147
C10757-K2,3194148
C01116-K2,3194149
C01155-K2,3194150
C11413-K1,3194151
C01155-K2,3194152
C03427-K2,3194153
C01155-K2,3194154
C02780-K2,3194155
C01119-K2,3194156
C00818-K1,3194157
C10967-K1,3194158
C01661-K1,3194159
C08376-K1,3194160
C02902-K2,3194161
C00962-K1,3194162
C06784-K1,3194163
C10583-K1,3194164
C07997-K1,3194165
C03389-K1,3194166
C04528-K1,3194167
C05690-K1,3194168
C00768-K2,3194169
C04597-K2,3194170
C12942-K2,3194171
C03047-K2,3194172
C00889-K2,3194173
C06923-K1,3194174
C01983-K1,3194175
C03676-K2,3194176
C04597-K2,3194177
C11923-K2,3194178
C08433-K1,3194179
C09039-K1,3194180
C10906-K1,3194181
C06267-K1,3194182
C04125-K2,3194183
C11227-K2,3194184
C07508-K2,3194185
C09800-K2,3194186
C01982-K2,3194187
C07648-K2,3194188
C09367-K1,3194189
C08623-K2,3194190
C04125-K2,3194191
C12598-K2,3194192
C07227-K2,3194193
C11353-K1,3194194
C05504-K1,3194195
C01116-K2,3194196
C04568-K1,3194197
C08623-K2,3194198
C06650-K2,3194199
C02902-K2,3194200
C00750-K2,3194201
C12961-K2,3194202
C04125-K2,3194203
C03991-K1,3194204
C05751-K1,3194205
C09471-K2,3194206
C04828-K2,3194207
C00854-K2,3194208
C10890-K1,3194209
C11873-K2,3194210
C03656-K2,3194211
C03514-K1,3194212
C09806-K1,3194213
C02458-K1,3194214
C06266-K1,3194215
C04125-K2,3194216
C04248-K2,3194217
C01109-K2,3194218
C07867-K2,3194219
C10906-K1,3194220
C12727-K1,3194221
C09241-K2,3194222
C08190-K2,3194223
C11951-K1,3194224
C02354-K2,3194225
C04125-K2,3194226
C09241-K2,3194227
C06835-K2,3194228
C00962-K1,3194229
C09363-K2,3194230
C08483-K1,3194231
C11031-K2,3194232
C07867-K2,3194233
C07936-K2,3194234
C04965-K2,3194235
C03218-K2,3194236
C03218-K2,3194237
C01118-K1,3194238
C00750-K2,3194239
C01119-K2,3194240
C09891-K1,3194241
C05689-K2,3194242
C10344-K2,3194243
C05031-K2,3194244
C11709-K2,3194245
C07148-K1,3194246
C04251-K1,3194247
C11370-K1,3194248
C06080-K1,3194249
C11000-K2,3194250
C12084-K2,3194251
C01161-K1,3194252
C00107-K1,3194253
C00235-K2,3194254
C07270-K1,3194255
C11873-K2,3194256
C03427-K2,3194257
C03786-K1,3194258
C04068-K1,3194259
C03533-K1,3194260
C01119-K2,3194261
C02440-K1,3194262
C05622-K1,3194263
C05031-K2,3194264
C05245-K2,3194265
C02764-K1,3194266
C02354-K2,3194267
C02214-K2,3194268
C11709-K2,3194269
C10553-K1,3194270
C11625-K1,3194271
C12867-K1,3194272
C11625-K1,3194273
C00197-K1,3194274
C07148-K1,3194275
C04568-K1,3194276
C02440-K1,3194277
C03047-K2,3194278
C04105-K2,3194279
C07671-K2,3194280
C08288-K1,3194281
C05031-K2,3194282
C02811-K1,3194283
C05245-K2,3194284
C11690-K1,3194285
C01954-K1,3194286
C10223-K1,3194287
C05705-K1,3194288
C01155-K2,3194289
C03738-K2,3194290
C04125-K2,3194291
C02809-K2,3194292
C08483-K1,3194293
C07648-K2,3194294
C04568-K1,3194295
C11674-K1,3194296
C01155-K2,3194297
C09131-K1,3194298
C10139-K1,3194299
C04007-K1,3194300
C13403-K2,3194301
C09939-K1,3194302
C01119-K2,3194303
C07457-K1,3194304
C04125-K2,3194305
C05031-K2,3194306
C04125-K2,3194307
C00235-K2,3194308
C02458-K1,3194309
C10757-K2,3194310
C12403-K1,3194311
C09241-K2,3194312
C09363-K2,3194313
C01155-K2,3194314
C10890-K1,3194315
C13440-K2,3194316
C02354-K2,3194317
C02716-K2,3194318
C02354-K2,3194319
C02102-K1,3194320
C01041-K1,3194321
C05786-K2,3194322
C01982-K2,3194323
C02573-K2,3194324
C11625-K1,3194325
C09800-K2,3194326
C00889-K2,3194327
C08741-K1,3194328
C04172-K2,3194329
C01982-K2,3194330
C12166-K2,3194331
C02354-K2,3194332
C08623-K2,3194333
C11496-K2,3194334
C10601-K1,3194335
C10516-K1,3194336
C12166-K2,3194337
C06835-K2,3194338
C09241-K2,3194339
C11670-K2,3194340
C02285-K2,3194341
C13110-K1,3194342
C04066-K1,3194343
C01155-K2,3194344
C07766-K1,3194345
C02716-K2,3194346
C02716-K2,3194347
C05381-K2,3194348
C04125-K2,3194349
C10187-K1,3194350
C13171-K2,3194351
C05097-K2,3194352
C02573-K2,3194353
C11923-K2,3194354
C01119-K2,3194355
C02000-K2,3194356
C01119-K2,3194357
C01109-K2,3194358
C08945-K2,3194359
C11677-K1,3194360
C01138-K2,3194361
C07872-K2,3194362
C04105-K2,3194363
C12984-K2,3194364
C00889-K2,3194365
C03218-K2,3194366
C05433-K1,3194367
C09251-K1,3194368
C00750-K2,3194369
C01119-K2,3194370
C06814-K1,3194371
C02354-K2,3194372
C12166-K2,3194373
C09241-K2,3194374
C09301-K2,3194375
C04893-K1,3194376
C02573-K2,3194377
C04068-K1,3194378
C03348-K1,3194379
C09301-K2,3194380
C07062-K1,3194381
C01155-K2,3194382
C04007-K1,3194383
C04125-K2,3194384
C01966-K1,3194385
C02573-K2,3194386
C04125-K2,3194387
C10214-K1,3194388
C04125-K2,3194389
C08190-K2,3194390
C09471-K2,3194391
C04105-K2,3194392
C05433-K1,3194393
C01155-K2,3194394
C07648-K2,3194395
C11477-K1,3194396
C05157-K1,3194397
C05433-K1,3194398
C01155-K2,3194399
C11496-K2,3194400
C02716-K2,3194401
C03218-K2,3194402
C09363-K2,3194403
C01119-K2,3194404
C03108-K2,3194405
C00750-K2,3194406
C07130-K1,3194407
C01155-K2,3194408
C01954-K1,3194409
C11923-K2,3194410
C01982-K2,3194411
C01966-K1,3194412
C02716-K2,3194413
C00941-K1,3194414
C02716-K2,3194415
C08578-K1,3194416
C12031-K1,3194417
C06190-K1,3194418
C05704-K2,3194419
C00750-K2,3194420
C03738-K2,3194421
C01306-K1,3194422
C07614-K2,3194423
C11704-K1,3194424
C06942-K2,3194425
C02331-K1,3194426
C02354-K2,3194427
C12517-K2,3194428
C06494-K2,3194429
C11000-K2,3194430
C06605-K1,3194431
C01119-K2,3194432
C11923-K2,3194433
C09241-K2,3194434
C05560-K2,3194435
C03047-K2,3194436
C12425-K1,3194437
C00059-K2,3194438
C00854-K2,3194439
C12094-K2,3194440
C07149-K2,3194441
C04105-K2,3194442
C12166-K2,3194443
C11929-K2,3194444
C02354-K2,3194445
C04034-K2,3194446
C05673-K1,3194447
C11543-K2,3194448
C09471-K2,3194449
C05433-K1,3194450
C11143-K1,3194451
C05362-K1,3194452
C04125-K2,3194453
C04620-K1,3194454
C11923-K2,3194455
C12491-K1,3194456
C04125-K2,3194457
C03808-K1,3194458
C05097-K2,3194459
C03427-K2,3194460
C08646-K1,3194461
C07216-K1,3194462
C01744-K2,3194463
C10137-K2,3194464
C10422-K2,3194465
C12689-K1,3194466
C06975-K1,3194467
C08962-K2,3194468
C03714-K1,3194469
C11625-K1,3194470
C09363-K2,3194471
C10035-K1,3194472
C06224-K2,3194473
C08218-K1,3194474
C06031-K2,3194475
C11677-K1,3194476
C06358-K1,3194477
C09363-K2,3194478
C12517-K2,3194479
C04125-K2,3194480
C00107-K1,3194481
C03060-K1,3194482
C03738-K2,3194483
C04361-K2,3194484
C03714-K1,3194485
C09249-K1,3194486
C02285-K2,3194487
C09468-K2,3194488
C11512-K1,3194489
C03738-K2,3194490
C09666-K2,3194491
C08945-K2,3194492
C02573-K2,3194493
C01155-K2,3194494
C01109-K2,3194495
C11000-K2,3194496
C01618-K2,3194497
C08945-K2,3194498
C04603-K1,3194499
C02573-K2,3194500
C07078-K1,3194501
C01635-K1,3194502
C04108-K2,3194503
C04196-K2,3194504
C13440-K2,3194505
C06403-K2,3194506
C12961-K2,3194507
C01618-K2,3194508
C12012-K1,3194509
C01909-K2,3194510
C01909-K2,3194511
C09241-K2,3194512
C01617-K1,3194513
C04125-K2,3194514
C02095-K1,3194515
C01721-K2,3194516
C12689-K1,3194517
C08945-K2,3194518
C11929-K2,3194519
C05704-K2,3194520
C09363-K2,3194521
C09165-K2,3194522
C01104-K2,3194523
C03539-K1,3194524
C08742-K1,3194525
C11031-K2,3194526
C12975-K2,3194527
C11923-K2,3194528
C01584-K1,3194529
C00773-K2,3194530
C11923-K2,3194531
C01700-K1,3194532
C13440-K2,3194533
C05572-K1,3194534
C11790-K1,3194535
C09800-K2,3194536
C04046-K2,3194537
C12267-K2,3194538
C03808-K1,3194539
C00873-K1,3194540
C10994-K1,3194541
C01982-K2,3194542
C08037-K1,3194543
C08852-K1,3194544
C11929-K2,3194545
C12165-K1,3194546
C02354-K2,3194547
C09238-K1,3194548
C02609-K1,3194549
C04125-K2,3194550
C00728-K2,3194551
C03080-K2,3194552
C08945-K2,3194553
C01562-K1,3194554
C13110-K1,3194555
C03808-K1,3194556
C11625-K1,3194557
C05245-K2,3194558
C09268-K1,3194559
C02609-K1,3194560
C04125-K2,3194561
C07452-K1,3194562
C07452-K1,3194563
C06424-K2,3194564
C06494-K2,3194565
C02354-K2,3194566
C11000-K2,3194567
C05572-K1,3194568
C09468-K2,3194569
C05572-K1,3194570
C03808-K1,3194571
C12811-K1,3194572
C11005-K1,3194573
C04105-K2,3194574
C13316-K1,3194575
C02064-K1,3194576
C01599-K1,3194577
C05031-K2,3194578
C01982-K2,3194579
C05572-K1,3194580
C05530-K2,3194581
C01119-K2,3194582
C05031-K2,3194583
C05307-K2,3194584
C12961-K2,3194585
C13512-K1,3194586
C13440-K2,3194587
C11031-K2,3194588
C11890-K1,3194589
C05433-K1,3194590
C09543-K1,3194591
C10176-K1,3194592
C06130-K1,3194593
C00773-K2,3194594
C02354-K2,3194595
C00854-K2,3194596
C03060-K1,3194597
C11853-K1,3194598
C12166-K2,3194599
C03080-K2,3194600
C06818-K1,3194601
C02182-K1,3194602
C00889-K2,3194603
C05245-K2,3194604
C09241-K2,3194605
C05031-K2,3194606
C12030-K1,3194607
C13171-K2,3194608
C08943-K2,3194609
C06841-K1,3194610
C07729-K1,3194611
C12975-K2,3194612
C02354-K2,3194613
C04306-K1,3194614
C11709-K2,3194615
C01755-K2,3194616
C07729-K1,3194617
C09241-K2,3194618
C05031-K2,3194619
C07870-K2,3194620
C03598-K2,3194621
C10075-K1,3194622
C00364-K1,3194623
C08962-K2,3194624
C05032-K1,3194625
C12832-K1,3194626
C07185-K2,3194627
C06009-K1,3194628
C00348-K1,3194629
C09947-K1,3194630
C01922-K2,3194631
C03598-K2,3194632
C10794-K1,3194633
C13171-K2,3194634
C01333-K2,3194635
C09241-K2,3194636
C09344-K1,3194637
C03040-K2,3194638
C10422-K2,3194639
C03191-K1,3194640
C05876-K2,3194641
C01922-K2,3194642
C12655-K1,3194643
C05636-K2,3194644
C12166-K2,3194645
C01347-K2,3194646
C13110-K1,3194647
C03957-K1,3194648
C00768-K2,3194649
C04125-K2,3194650
C09363-K2,3194651
C11000-K2,3194652
C07694-K1,3194653
C06962-K2,3194654
C11496-K2,3194655
C04125-K2,3194656
C10867-K1,3194657
C11031-K2,3194658
C01333-K2,3194659
C07078-K1,3194660
C09363-K2,3194661
C02400-K1,3194662
C11945-K2,3194663
C10507-K2,3194664
C06744-K2,3194665
C11266-K1,3194666
C08391-K2,3194667
C01377-K1,3194668
C04984-K2,3194669
C03943-K1,3194670
C03550-K1,3194671
C07149-K2,3194672
C08314-K1,3194673
C01119-K2,3194674
C08481-K1,3194675
C07185-K2,3194676
C13243-K1,3194677
C01755-K2,3194678
C05670-K1,3194679
C06147-K2,3194680
C02812-K1,3194681
C01138-K2,3194682
C11008-K2,3194683
C08943-K2,3194684
C03278-K2,3194685
C13395-K1,3194686
C03532-K1,3194687
C09241-K2,3194688
C11385-K1,3194689
C05214-K1,3194690
C05245-K2,3194691
C08962-K2,3194692
C08623-K2,3194693
C04965-K2,3194694
C11309-K1,3194695
C03040-K2,3194696
C12984-K2,3194697
C01155-K2,3194698
C07858-K2,3194699
C03040-K2,3194700
C02573-K2,3194701
C07212-K2,3194702
C09363-K2,3194703
C11509-K2,3194704
C02285-K2,3194705
C08450-K2,3194706
C06224-K2,3194707
C05341-K1,3194708
C07729-K1,3194709
C02897-K1,3194710
C04125-K2,3194711
C06031-K2,3194712
C08450-K2,3194713
C10667-K2,3194714
C05362-K1,3194715
C08611-K1,3194716
C01422-K1,3194717
C04816-K1,3194718
C06190-K1,3194719
C10245-K1,3194720
C07185-K2,3194721
C08489-K2,3194722
C01422-K1,3194723
C03047-K2,3194724
C00917-K1,3194725
C03696-K1,3194726
C03397-K1,3194727
C02000-K2,3194728
C02573-K2,3194729
C01109-K2,3194730
C00750-K2,3194731
C06220-K1,3194732
C10661-K1,3194733
C02320-K2,3194734
C07867-K2,3194735
C06220-K1,3194736
C10757-K2,3194737
C00854-K2,3194738
C06224-K2,3194739
C01721-K2,3194740
C05493-K1,3194741
C07185-K2,3194742
C01116-K2,3194743
C07648-K2,3194744
C02716-K2,3194745
C09533-K1,3194746
C12352-K1,3194747
C01909-K2,3194748
C08450-K2,3194749
C08943-K2,3194750
C08945-K2,3194751
C00750-K2,3194752
C08482-K1,3194753
C11539-K2,3194754
C07729-K1,3194755
C06121-K2,3194756
C00773-K2,3194757
C03218-K2,3194758
C12835-K2,3194759
C06962-K2,3194760
C07648-K2,3194761
C08478-K1,3194762
C03218-K2,3194763
C07339-K1,3194764
C03432-K1,3194765
C07564-K1,3194766
C01109-K2,3194767
C06224-K2,3194768
C01461-K1,3194769
C12832-K1,3194770
C07456-K1,3194771
C11965-K1,3194772
C12517-K2,3194773
C02250-K2,3194774
C00773-K2,3194775
C08314-K1,3194776
C02902-K2,3194777
C11597-K2,3194778
C11000-K2,3194779
C01719-K1,3194780
C02320-K2,3194781
C07185-K2,3194782
C02352-K1,3194783
C09827-K1,3194784
C05876-K2,3194785
C01109-K2,3194786
C09251-K1,3194787
C02515-K2,3194788
C11945-K2,3194789
C11670-K2,3194790
C07840-K1,3194791
C02616-K1,3194792
C03676-K2,3194793
C01721-K2,3194794
C05530-K2,3194795
C08842-K2,3194796
C10848-K1,3194797
C05876-K2,3194798
C13440-K2,3194799
C06403-K2,3194800
C04125-K2,3194801
C03019-K2,3194802
C03551-K1,3194803
C01333-K2,3194804
C02250-K2,3194805
C12983-K1,3194806
C09533-K1,3194807
C06821-K2,3194808
C06224-K2,3194809
C13372-K1,3194810
C11464-K2,3194811
C04125-K2,3194812
C13407-K1,3194813
C05625-K2,3194814
C02147-K2,3194815
C08943-K2,3194816
C07185-K2,3194817
C01109-K2,3194818
C00854-K2,3194819
C13407-K1,3194820
C03541-K1,3194821
C02371-K2,3194822
C10413-K1,3194823
C08945-K2,3194824
C09933-K2,3194825
C09251-K1,3194826
C03060-K1,3194827
C11143-K1,3194828
C12289-K1,3194829
C05782-K1,3194830
C10016-K2,3194831
C03551-K1,3194832
C06198-K1,3194833
C04152-K1,3194834
C08918-K2,3194835
C09933-K2,3194836
C13440-K2,3194837
C12166-K2,3194838
C11923-K2,3194839
C06224-K2,3194840
C02354-K2,3194841
C12961-K2,3194842
C11690-K1,3194843
C12061-K2,3194844
C06121-K2,3194845
C09933-K2,3194846
C00348-K1,3194847
C08478-K1,3194848
C10835-K2,3194849
C03676-K2,3194850
C13407-K1,3194851
C02897-K1,3194852
C00854-K2,3194853
C03696-K1,3194854
C00773-K2,3194855
C06147-K2,3194856
C09241-K2,3194857
C08113-K1,3194858
C00854-K2,3194859
C01155-K2,3194860
C02616-K1,3194861
C00027-K1,3194862
C06220-K1,3194863
C12166-K2,3194864
C09392-K1,3194865
C04182-K1,3194866
C08943-K2,3194867
C09800-K2,3194868
C07872-K2,3194869
C08742-K1,3194870
C09174-K1,3194871
C04125-K2,3194872
C09666-K2,3194873
C06204-K1,3194874
C02147-K2,3194875
C09165-K2,3194876
C11000-K2,3194877
C08945-K2,3194878
C02331-K1,3194879
C00294-K2,3194880
C06224-K2,3194881
C02000-K2,3194882
C11014-K1,3194883
C03363-K2,3194884
C11413-K1,3194885
C01922-K2,3194886
C10971-K1,3194887
C08561-K1,3194888
C03218-K2,3194889
C09359-K1,3194890
C04883-K1,3194891
C00969-K2,3194892
C10258-K1,3194893
C12094-K2,3194894
C08131-K1,3194895
C09800-K2,3194896
C01553-K1,3194897
C00750-K2,3194898
C01982-K2,3194899
C08962-K2,3194900
C08623-K2,3194901
C04125-K2,3194902
C07196-K2,3194903
C02502-K2,3194904
C01694-K1,3194905
C11031-K2,3194906
C06962-K2,3194907
C13440-K2,3194908
C01982-K2,3194909
C11709-K2,3194910
C01996-K2,3194911
C00107-K1,3194912
C01755-K2,3194913
C02250-K2,3194914
C10258-K1,3194915
C00406-K1,3194916
C11000-K2,3194917
C10507-K2,3194918
C11000-K2,3194919
C04709-K2,3194920
C10344-K2,3194921
C12094-K2,3194922
C02371-K2,3194923
C11000-K2,3194924
C07919-K2,3194925
C00774-K1,3194926
C12023-K1,3194927
C02502-K2,3194928
C08083-K2,3194929
C00768-K2,3194930
C12295-K2,3194931
C01155-K2,3194932
C02138-K1,3194933
C13227-K1,3194934
C04861-K2,3194935
C07648-K2,3194936
C07919-K2,3194937
C10137-K2,3194938
C04709-K2,3194939
C02573-K2,3194940
C05007-K1,3194941
C11923-K2,3194942
C12831-K1,3194943
C06224-K2,3194944
C04125-K2,3194945
C06426-K1,3194946
C06031-K2,3194947
C02949-K1,3194948
C03967-K1,3194949
C07870-K2,3194950
C00728-K2,3194951
C05381-K2,3194952
C13171-K2,3194953
C12961-K2,3194954
C08797-K1,3194955
C02502-K2,3194956
C03047-K2,3194957
C10184-K1,3194958
C01119-K2,3194959
C11509-K2,3194960
C03108-K2,3194961
C10654-K1,3194962
C13170-K1,3194963
C03218-K2,3194964
C07185-K2,3194965
C07555-K1,3194966
C00280-K2,3194967
C02491-K1,3194968
C07185-K2,3194969
C08936-K1,3194970
C01507-K1,3194971
C09445-K1,3194972
C01936-K1,3194973
C12440-K1,3194974
C08817-K1,3194975
C05362-K1,3194976
C08924-K1,3194977
C02440-K1,3194978
C11687-K1,3194979
C07196-K2,3194980
C06602-K1,3194981
C00854-K2,3194982
C10906-K1,3194983
C03377-K1,3194984
C08945-K2,3194985
C05689-K2,3194986
C10899-K1,3194987
C09445-K1,3194988
C02480-K1,3194989
C07858-K2,3194990
C09464-K1,3194991
C09241-K2,3194992
C02716-K2,3194993
C11509-K2,3194994
C03218-K2,3194995
C08924-K1,3194996
C01333-K2,3194997
C01109-K2,3194998
C00546-K1,3194999
C04046-K2,3195000
C00235-K2,3195001
C02718-K1,3195002
C00577-K1,3195003
C09445-K1,3195004
C12027-K1,3195005
C07646-K2,3195006
C09800-K2,3195007
C00546-K1,3195008
C01617-K1,3195009
C13354-K2,3195010
C10164-K1,3195011
C02440-K1,3195012
C00750-K2,3195013
C03558-K1,3195014
C09241-K2,3195015
C04352-K1,3195016
C13227-K1,3195017
C07185-K2,3195018
C07919-K2,3195019
C01040-K2,3195020
C08936-K1,3195021
C04125-K2,3195022
C03108-K2,3195023
C09514-K1,3195024
C02231-K1,3195025
C07640-K1,3195026
C11714-K1,3195027
C08623-K2,3195028
C04125-K2,3195029
C01936-K1,3195030
C00854-K2,3195031
C13410-K1,3195032
C01119-K2,3195033
C06426-K1,3195034
C03218-K2,3195035
C03218-K2,3195036
C05116-K1,3195037
C01155-K2,3195038
C01161-K1,3195039
C03608-K1,3195040
C00956-K1,3195041
C12027-K1,3195042
C01155-K2,3195043
C03575-K2,3195044
C01155-K2,3195045
C11951-K1,3195046
C09464-K1,3195047
C01119-K2,3195048
C04125-K2,3195049
C11468-K2,3195050
C11533-K2,3195051
C01116-K2,3195052
C12961-K2,3195053
C11000-K2,3195054
C01155-K2,3195055
C09268-K1,3195056
C01109-K2,3195057
C04125-K2,3195058
C09757-K1,3195059
C06190-K1,3195060
C06031-K2,3195061
C03040-K2,3195062
C05690-K1,3195063
C09800-K2,3195064
C09177-K2,3195065
C13440-K2,3195066
C09251-K1,3195067
C04709-K2,3195068
C02371-K2,3195069
C12517-K2,3195070
C06561-K1,3195071
C08083-K2,3195072
C04361-K2,3195073
C00060-K1,3195074
C03676-K2,3195075
C02902-K2,3195076
C09241-K2,3195077
C07858-K2,3195078
C05083-K1,3195079
C02716-K2,3195080
C01116-K2,3195081
C07671-K2,3195082
