device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_fb4d09c906bd,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1920x1080,rv:11.0,Windows 7,ie 11.0 for desktop,1920x1080,desktop
DEV_c3772a313ff4,LG-M250 Build/NRD90U | Unknown | chrome 62.0 for android | Unknown,LG-M250 Build/NRD90U,,chrome 62.0 for android,,mobile
DEV_85c8ac8cc948,KFSAWI | Android 5.1.1 | chrome generic | 2560x1600,KFSAWI,Android 5.1.1,chrome generic,2560x1600,mobile
DEV_685a70483b66,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1440x900,rv:11.0,Windows 7,ie 11.0 for desktop,1440x900,desktop
DEV_fc52836ca75d,MacOS | Mac OS X 10_13_1 | chrome 59.0 | 2560x1600,MacOS,Mac OS X 10_13_1,chrome 59.0,2560x1600,desktop
DEV_1528074c6b88,SAMSUNG SM-G930F Build/NRD90M | Unknown | samsung browser 6.2 | Unknown,SAMSUNG SM-G930F Build/NRD90M,,samsung browser 6.2,,mobile
DEV_895817ae4f4b,MacOS | Mac OS X 10_12_3 | safari generic | 1920x1080,MacOS,Mac OS X 10_12_3,safari generic,1920x1080,desktop
DEV_a1d8037996af,Lenovo K33b36 Build/MMB29M | Unknown | chrome 61.0 for android | Unknown,Lenovo K33b36 Build/MMB29M,,chrome 61.0 for android,,mobile
DEV_635ba3d137a1,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 1680x1050,MacOS,Mac OS X 10_10_5,chrome 62.0,1680x1050,desktop
DEV_c4ef830303ff,SAMSUNG SM-N920V Build/NRD90M | Android 7.0 | samsung browser 6.2 | Unknown,SAMSUNG SM-N920V Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
DEV_b1ee96fa236b,Windows NT 6.1 | Unknown | ie | Unknown,Windows NT 6.1,,ie,,desktop
DEV_5cdc4035e9b5,Windows NT 6.1 | Windows 7 | ie | 1920x1080,Windows NT 6.1,Windows 7,ie,1920x1080,desktop
DEV_033d941f7161,MacOS | Mac OS X 10_12_2 | safari generic | 1280x800,MacOS,Mac OS X 10_12_2,safari generic,1280x800,desktop
DEV_72b60731cf4a,Windows | Windows 7 | chrome 60.0 | 1366x768,Windows,Windows 7,chrome 60.0,1366x768,desktop
DEV_6cef6dadeebd,Windows | Windows 10 | chrome 62.0 | 1152x864,Windows,Windows 10,chrome 62.0,1152x864,desktop
DEV_c898db9465db,Windows | Windows 10 | chrome 62.0 | 1400x1050,Windows,Windows 10,chrome 62.0,1400x1050,desktop
DEV_7b295d80dea5,rv:45.0 | Windows 10 | firefox | 1920x1080,rv:45.0,Windows 10,firefox,1920x1080,desktop
DEV_b98b4263555c,MacOS | Mac OS X 10_11_6 | chrome 61.0 | 1920x1200,MacOS,Mac OS X 10_11_6,chrome 61.0,1920x1200,desktop
DEV_99bda6f309d3,MacOS | Mac OS X 10_12_5 | chrome 61.0 | 2560x1600,MacOS,Mac OS X 10_12_5,chrome 61.0,2560x1600,desktop
DEV_59a556722d5d,SAMSUNG-SM-J327A Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1280x720,SAMSUNG-SM-J327A Build/NRD90M,Android 7.0,chrome 62.0 for android,1280x720,mobile
DEV_3e2607f86f2f,Windows | Windows 7 | chrome 62.0 | 1280x720,Windows,Windows 7,chrome 62.0,1280x720,desktop
DEV_16cc36b8ca27,SM-G935V Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935V Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_ca59ad783006,Windows | Windows 10 | edge | 1366x768,Windows,Windows 10,edge,1366x768,desktop
DEV_42364a41c88d,MDDRJS | Windows 7 | ie 11.0 for desktop | 1024x768,MDDRJS,Windows 7,ie 11.0 for desktop,1024x768,desktop
DEV_b51a7620f6d7,Windows | Windows 8.1 | chrome 58.0 | Unknown,Windows,Windows 8.1,chrome 58.0,,desktop
DEV_423cb99788c4,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1920x1080,MacOS,Mac OS X 10_8_5,chrome 49.0,1920x1080,desktop
DEV_2367ef4e6153,Windows | Windows 10 | edge 16.0 | 1680x1050,Windows,Windows 10,edge 16.0,1680x1050,desktop
DEV_c0128eb81d4b,Windows | Windows 7 | chrome 59.0 | 1440x900,Windows,Windows 7,chrome 59.0,1440x900,desktop
DEV_6d1f65a23b7b,Windows | Windows 10 | edge 14.0 | 1600x900,Windows,Windows 10,edge 14.0,1600x900,desktop
DEV_98d5167d00e5,rv:57.0 | Mac OS X 10.12 | firefox 57.0 | 3840x2400,rv:57.0,Mac OS X 10.12,firefox 57.0,3840x2400,desktop
DEV_7ac56f399e6d,MacOS | Mac OS X 10_12_6 | chrome 61.0 | 2560x1600,MacOS,Mac OS X 10_12_6,chrome 61.0,2560x1600,desktop
DEV_22a5ec37ae0f,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1680x1050,rv:11.0,Windows 7,ie 11.0 for desktop,1680x1050,desktop
DEV_cc7875a91a82,SAMSUNG | Android | chrome generic | 1920x1080,SAMSUNG,Android,chrome generic,1920x1080,mobile
DEV_b309569e5d24,Windows | Windows 7 | chrome 62.0 | 1600x1200,Windows,Windows 7,chrome 62.0,1600x1200,desktop
DEV_476ffc129da8,SM-G935P Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G935P Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_a8ccbe0490cc,Windows | Windows 8.1 | chrome 62.0 | 2400x1350,Windows,Windows 8.1,chrome 62.0,2400x1350,desktop
DEV_2dc26169d8d8,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 2048x1152,MacOS,Mac OS X 10_10_5,chrome 62.0,2048x1152,desktop
DEV_74805cbff942,Unknown | Unknown | firefox 52.0 | Unknown,,,firefox 52.0,,desktop
DEV_983878dcd293,SM-G930P Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1920x1080,SM-G930P Build/NRD90M,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_d09abe2fd34c,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 4096x2304,MacOS,Mac OS X 10_12_6,chrome 62.0,4096x2304,desktop
DEV_dc85146c5852,Windows | Windows Vista | opera | 1440x900,Windows,Windows Vista,opera,1440x900,desktop
DEV_e0fc5d110bc2,MacOS | Mac OS X 10_12_6 | chrome 63.0 | 2560x1440,MacOS,Mac OS X 10_12_6,chrome 63.0,2560x1440,desktop
DEV_ba9d4255b338,Windows | Windows 7 | ie 11.0 for desktop | 1366x768,Windows,Windows 7,ie 11.0 for desktop,1366x768,desktop
DEV_185de217a7fd,Windows | Windows 7 | firefox 57.0 | 1280x960,Windows,Windows 7,firefox 57.0,1280x960,desktop
DEV_862840d08a53,Windows | Windows 7 | ie 11.0 for desktop | 1280x1024,Windows,Windows 7,ie 11.0 for desktop,1280x1024,desktop
DEV_086f9aca98d4,SM-G928V Build/NRD90M | Android 7.0 | chrome 62.0 for android | Unknown,SM-G928V Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
DEV_b09e76157cee,Windows | Windows 7 | chrome 61.0 | 1680x1050,Windows,Windows 7,chrome 61.0,1680x1050,desktop
DEV_73dfb0341620,rv:57.0 | Android 7.0 | Generic/Android 7.0 | Unknown,rv:57.0,Android 7.0,Generic/Android 7.0,,mobile
DEV_d8f03532010a,Windows | Windows 7 | firefox 57.0 | Unknown,Windows,Windows 7,firefox 57.0,,desktop
DEV_385e01d1a5b7,Windows | Windows 10 | chrome 62.0 | 3201x1800,Windows,Windows 10,chrome 62.0,3201x1800,desktop
DEV_d3f0c89c9a57,LG-M210 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 1280x720,LG-M210 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,mobile
DEV_f86d66b7d3e4,Blade V580 Build/LMY47D | Unknown | chrome 62.0 for android | Unknown,Blade V580 Build/LMY47D,,chrome 62.0 for android,,mobile
DEV_299280b5ad07,Ilium LT500 Build/LMY47O | Unknown | chrome 60.0 for android | Unknown,Ilium LT500 Build/LMY47O,,chrome 60.0 for android,,mobile
DEV_e27b8fdd629c,MacOS | Mac OS X 10_11_6 | chrome 60.0 | 2560x1440,MacOS,Mac OS X 10_11_6,chrome 60.0,2560x1440,desktop
DEV_3c8d3ecbe05b,MacOS | Mac OS X 10_9_5 | safari generic | 1366x768,MacOS,Mac OS X 10_9_5,safari generic,1366x768,desktop
DEV_4e8565ffa14d,Y635-L03 Build/HuaweiY635-L03 | Unknown | chrome 62.0 for android | Unknown,Y635-L03 Build/HuaweiY635-L03,,chrome 62.0 for android,,mobile
DEV_7e1ce6a6ea68,rv:56.0 | Windows 8.1 | firefox 56.0 | 1600x900,rv:56.0,Windows 8.1,firefox 56.0,1600x900,desktop
DEV_eaced9cdb479,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 2560x1080,Trident/7.0,Windows 7,ie 11.0 for desktop,2560x1080,desktop
DEV_fff2666e0ca6,MacOS | Mac OS X 10_11_5 | safari generic | 1440x900,MacOS,Mac OS X 10_11_5,safari generic,1440x900,desktop
DEV_60c5576c469e,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1280x800,Trident/7.0,Windows 7,ie 11.0 for desktop,1280x800,desktop
DEV_dbdd23357c93,XT1635-01 Build/NDNS26.118-23-12-3 | Android 7.1.1 | chrome 62.0 for android | Unknown,XT1635-01 Build/NDNS26.118-23-12-3,Android 7.1.1,chrome 62.0 for android,,mobile
DEV_0e5354f66949,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1440x900,MacOS,Mac OS X 10_8_5,chrome 49.0,1440x900,desktop
DEV_a89b1d6f52bb,rv:42.0 | Windows 7 | firefox | 1366x768,rv:42.0,Windows 7,firefox,1366x768,desktop
DEV_524c201e8c63,SAMSUNG SM-G925T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG SM-G925T Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
DEV_81ffb902be24,Windows | Windows 7 | chrome | 1280x1024,Windows,Windows 7,chrome,1280x1024,desktop
DEV_d4c535c83c8e,rv:56.0 | Windows 10 | firefox | 1680x1050,rv:56.0,Windows 10,firefox,1680x1050,desktop
DEV_a3feafbc9918,MacOS | Mac OS X 10_10_5 | safari generic | 2880x1800,MacOS,Mac OS X 10_10_5,safari generic,2880x1800,desktop
DEV_5e2508237c7a,SAMSUNG-SM-G900A Build/LRX21T | Android 5.0 | chrome 62.0 for android | 1920x1080,SAMSUNG-SM-G900A Build/LRX21T,Android 5.0,chrome 62.0 for android,1920x1080,mobile
DEV_f447a516f090,Windows | Windows 10 | edge 15.0 | 1920x1200,Windows,Windows 10,edge 15.0,1920x1200,desktop
DEV_89b1feaba308,Windows | Windows 8.1 | chrome 62.0 | 2560x1440,Windows,Windows 8.1,chrome 62.0,2560x1440,desktop
DEV_ef27929d4e48,Moto Z (2 | Android 7.1.1 | chrome generic | 2560x1440,Moto Z (2,Android 7.1.1,chrome generic,2560x1440,mobile
DEV_4d27e1197fa7,iOS Device | iOS 10.2.0 | mobile safari 10.0 | 1334x750,iOS Device,iOS 10.2.0,mobile safari 10.0,1334x750,mobile
DEV_78b2cb7333ec,iOS Device | iOS 9.3.5 | mobile safari generic | 2048x1536,iOS Device,iOS 9.3.5,mobile safari generic,2048x1536,mobile
DEV_2ef182dc8466,SM-G360T1 Build/LMY47X | Unknown | chrome 53.0 for android | Unknown,SM-G360T1 Build/LMY47X,,chrome 53.0 for android,,mobile
DEV_7cd4e0591a07,Windows | Windows Vista | chrome 49.0 | 1280x720,Windows,Windows Vista,chrome 49.0,1280x720,desktop
DEV_4ab27e73cc70,SM-S903VL | Android 6.0.1 | chrome 62.0 for android | 1920x1080,SM-S903VL,Android 6.0.1,chrome 62.0 for android,1920x1080,mobile
DEV_ee3c4936eefc,Windows | Windows 10 | edge | 1920x1080,Windows,Windows 10,edge,1920x1080,desktop
DEV_35621f61617b,iOS Device | iOS 10.2.0 | mobile safari generic | 2208x1242,iOS Device,iOS 10.2.0,mobile safari generic,2208x1242,mobile
DEV_3f92ff2e427f,SAMSUNG SM-G920A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG SM-G920A Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
DEV_709285744dcd,Unknown | Android | chrome 62.0 | 855x480,,Android,chrome 62.0,855x480,mobile
DEV_4444e4a258ad,HUAWEI VNS-L23 Build/HUAWEIVNS-L23 | Unknown | chrome 62.0 for android | Unknown,HUAWEI VNS-L23 Build/HUAWEIVNS-L23,,chrome 62.0 for android,,mobile
DEV_94c180b08d2a,rv:52.0 | Unknown | firefox 52.0 | Unknown,rv:52.0,,firefox 52.0,,desktop
DEV_cabe481e96b7,LG-H811 Build/MRA58K | Android 6.0 | chrome 62.0 for android | 2560x1440,LG-H811 Build/MRA58K,Android 6.0,chrome 62.0 for android,2560x1440,mobile
DEV_6cea9d7f51fa,MacOS | Mac OS X 10_12_5 | chrome 62.0 | 1280x800,MacOS,Mac OS X 10_12_5,chrome 62.0,1280x800,desktop
DEV_9926f1d65495,Windows | Unknown | chrome 56.0 | Unknown,Windows,,chrome 56.0,,desktop
DEV_e4030ffeddb8,iOS Device | iOS 10.3.1 | mobile safari 10.0 | 2048x1536,iOS Device,iOS 10.3.1,mobile safari 10.0,2048x1536,mobile
DEV_87e856ae986e,M4 SS4456 Build/LMY47V | Unknown | chrome 62.0 for android | Unknown,M4 SS4456 Build/LMY47V,,chrome 62.0 for android,,mobile
DEV_34964d556e85,SAMSUNG-SM-T337A Build/LMY47X | Android 5.1.1 | chrome 62.0 for android | Unknown,SAMSUNG-SM-T337A Build/LMY47X,Android 5.1.1,chrome 62.0 for android,,mobile
DEV_42d39b8769af,SAMSUNG SM-G955U Build/NRD90M | Android 7.0 | samsung browser 6.2 | Unknown,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
DEV_b50fbf7f4760,SM-G900P Build/MMB29M | Android 6.0.1 | android webview 4.0 | 1920x1080,SM-G900P Build/MMB29M,Android 6.0.1,android webview 4.0,1920x1080,mobile
DEV_0643f18d3a02,SM-G800F Build/KOT49H | Unknown | chrome 62.0 for android | Unknown,SM-G800F Build/KOT49H,,chrome 62.0 for android,,mobile
DEV_3bb0c68a8d6d,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 5120x2880,MacOS,Mac OS X 10_10_5,chrome 62.0,5120x2880,desktop
DEV_4b80c1610a86,BNTV400 | Android | chrome generic for android | 1356x900,BNTV400,Android,chrome generic for android,1356x900,mobile
DEV_7bdc234e4695,HUAWEI VNS-L21 Build/HUAWEIVNS-L21 | Unknown | chrome 62.0 for android | Unknown,HUAWEI VNS-L21 Build/HUAWEIVNS-L21,,chrome 62.0 for android,,mobile
DEV_7e5151485701,Windows | Windows 7 | firefox 57.0 | 1360x768,Windows,Windows 7,firefox 57.0,1360x768,desktop
DEV_121ce3cfac4b,ONEPLUS A5000 Build/NMF26X | Unknown | chrome 62.0 for android | Unknown,ONEPLUS A5000 Build/NMF26X,,chrome 62.0 for android,,mobile
DEV_0ed2f0649c61,rv:57.0 | Windows 10 | firefox | 1600x900,rv:57.0,Windows 10,firefox,1600x900,desktop
DEV_31a907c48eb5,iOS Device | iOS 11.1.0 | mobile safari 11.0 | 2436x1125,iOS Device,iOS 11.1.0,mobile safari 11.0,2436x1125,mobile
DEV_01b70a54a987,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 2560x1080,Trident/7.0,Windows 10,ie 11.0 for desktop,2560x1080,desktop
DEV_7a651966855c,iOS Device | iOS 11.0.1 | mobile safari 11.0 | 1334x750,iOS Device,iOS 11.0.1,mobile safari 11.0,1334x750,mobile
DEV_08698faf3af8,MacOS | Mac OS X 10_9_5 | safari generic | 1920x1080,MacOS,Mac OS X 10_9_5,safari generic,1920x1080,desktop
DEV_2a0e3f93539f,MacOS | Mac OS X 10_12_4 | chrome 61.0 | 1440x900,MacOS,Mac OS X 10_12_4,chrome 61.0,1440x900,desktop
DEV_7d5cec9c12c5,HTC Desire 626s Build/LMY47O | Unknown | chrome 61.0 for android | Unknown,HTC Desire 626s Build/LMY47O,,chrome 61.0 for android,,mobile
DEV_816423800495,SM-J510MN Build/MMB29M | Unknown | chrome 60.0 for android | Unknown,SM-J510MN Build/MMB29M,,chrome 60.0 for android,,mobile
DEV_7e8503a436cf,rv:57.0 | Mac OS X 10.11 | firefox 57.0 | 1440x900,rv:57.0,Mac OS X 10.11,firefox 57.0,1440x900,desktop
DEV_0b0e25714a14,SM-G955F Build/NRD90M | Unknown | chrome 58.0 for android | Unknown,SM-G955F Build/NRD90M,,chrome 58.0 for android,,mobile
DEV_4cd58d8b927b,MacOS | Mac OS X 10_12_5 | safari generic | 1920x1080,MacOS,Mac OS X 10_12_5,safari generic,1920x1080,desktop
DEV_1e99af99c359,Android 4.4.2 | Android 4.4.2 | other | 1024x600,Android 4.4.2,Android 4.4.2,other,1024x600,mobile
DEV_1fba36140822,XT1710-02 Build/NDSS26.118-23-15 | Android 7.1.1 | chrome 62.0 for android | 1920x1080,XT1710-02 Build/NDSS26.118-23-15,Android 7.1.1,chrome 62.0 for android,1920x1080,mobile
DEV_e83e0a803366,MacOS | Mac OS X 10_6_8 | chrome | 1280x800,MacOS,Mac OS X 10_6_8,chrome,1280x800,desktop
DEV_9da4514415f1,LG-H500 Build/LRX21Y | Unknown | chrome 61.0 for android | Unknown,LG-H500 Build/LRX21Y,,chrome 61.0 for android,,mobile
DEV_d1e7193a8f30,iOS Device | iOS 10.0.2 | mobile safari 10.0 | 2001x1125,iOS Device,iOS 10.0.2,mobile safari 10.0,2001x1125,mobile
DEV_818dec55ad44,rv:49.0 | Unknown | firefox | Unknown,rv:49.0,,firefox,,desktop
DEV_5b1ab5c4407b,EVA-L09 Build/HUAWEIEVA-L09 | Unknown | chrome 62.0 for android | Unknown,EVA-L09 Build/HUAWEIEVA-L09,,chrome 62.0 for android,,mobile
DEV_5c5df8b69b20,MacOS | Mac OS X 10_8_5 | chrome 49.0 | 1680x1050,MacOS,Mac OS X 10_8_5,chrome 49.0,1680x1050,desktop
DEV_8c2df5b93f2b,MacOS | Mac OS X 10_9_5 | chrome 62.0 | 1440x900,MacOS,Mac OS X 10_9_5,chrome 62.0,1440x900,desktop
DEV_4da3947be884,Windows | Windows 10 | firefox 57.0 | 2736x1824,Windows,Windows 10,firefox 57.0,2736x1824,desktop
DEV_edac0dc3282e,rv:57.0 | Unknown | firefox | Unknown,rv:57.0,,firefox,,mobile
DEV_0bc2cde68dd9,Lenovo | Unknown | chrome 62.0 for android | Unknown,Lenovo,,chrome 62.0 for android,,mobile
DEV_d92ea55d53f6,Windows | Windows 10 | edge 15.0 | 1280x768,Windows,Windows 10,edge 15.0,1280x768,desktop
DEV_14b28da302a8,LG-K540 Build/MMB29M | Android 6.0.1 | chrome 62.0 for android | 1280x720,LG-K540 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1280x720,mobile
DEV_fcec8777407d,FRD-L04 Build/HUAWEIFRD-L04 | Android 7.0 | chrome 62.0 for android | 1920x1080,FRD-L04 Build/HUAWEIFRD-L04,Android 7.0,chrome 62.0 for android,1920x1080,mobile
DEV_f391a6913377,Windows | Windows 8.1 | chrome 62.0 | 1360x768,Windows,Windows 8.1,chrome 62.0,1360x768,desktop
DEV_c5d19149e7c1,Linux x86_64 | Unknown | firefox 56.0 | Unknown,Linux x86_64,,firefox 56.0,,desktop
DEV_6baf10b3e78e,SAMSUNG SM-G935T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 1920x1080,SAMSUNG SM-G935T Build/NRD90M,Android 7.0,samsung browser 6.2,1920x1080,mobile
DEV_6e632c1b20ba,SM-G900M Build/LRX21T | Unknown | chrome 62.0 for android | Unknown,SM-G900M Build/LRX21T,,chrome 62.0 for android,,mobile
DEV_f1d662bcc664,rv:52.0 | Unknown | firefox | Unknown,rv:52.0,,firefox,,desktop
DEV_5c4629b83f65,Windows | Windows XP | chrome 49.0 | 1920x1080,Windows,Windows XP,chrome 49.0,1920x1080,desktop
DEV_19a75bf9784d,SAMSUNG SM-G955U Build/NRD90M | Unknown | samsung browser 6.2 | Unknown,SAMSUNG SM-G955U Build/NRD90M,,samsung browser 6.2,,mobile
DEV_7d6c99874ece,MacOS | Mac OS X 10_11_3 | chrome 62.0 | 2880x1800,MacOS,Mac OS X 10_11_3,chrome 62.0,2880x1800,desktop
DEV_1519abb7a998,LG-H820 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 2560x1440,LG-H820 Build/NRD90U,Android 7.0,chrome 62.0 for android,2560x1440,mobile
DEV_f8234624a1af,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 3360x2100,MacOS,Mac OS X 10_13_1,chrome 62.0,3360x2100,desktop
DEV_2d911c726f9b,Z983 Build/NMF26F | Android 7.1.1 | chrome 62.0 for android | 1920x1080,Z983 Build/NMF26F,Android 7.1.1,chrome 62.0 for android,1920x1080,mobile
DEV_5f0cdbefd5bf,LGLS991 | Android 6.0 | chrome 62.0 for android | 2560x1440,LGLS991,Android 6.0,chrome 62.0 for android,2560x1440,mobile
DEV_69dbd0062278,Windows | Windows 10 | edge 15.0 | 3840x2160,Windows,Windows 10,edge 15.0,3840x2160,desktop
DEV_d87d1d826289,rv:48.0 | Mac OS X 10.6 | firefox 48.0 | 1280x800,rv:48.0,Mac OS X 10.6,firefox 48.0,1280x800,desktop
DEV_3399a9826541,iOS Device | iOS 9.3.5 | mobile safari generic | 1024x768,iOS Device,iOS 9.3.5,mobile safari generic,1024x768,mobile
DEV_382196ff0f30,rv:57.0 | Mac OS X 10.13 | firefox 57.0 | 4096x2304,rv:57.0,Mac OS X 10.13,firefox 57.0,4096x2304,desktop
DEV_0e9b531863c6,SM-S120VL | Android 6.0.1 | chrome 62.0 for android | 801x480,SM-S120VL,Android 6.0.1,chrome 62.0 for android,801x480,mobile
DEV_8ac6521f3655,iOS Device | iOS 11.1.1 | mobile safari generic | 2001x1125,iOS Device,iOS 11.1.1,mobile safari generic,2001x1125,mobile
DEV_efaf911c5e84,Aquaris | Unknown | chrome 62.0 for android | Unknown,Aquaris,,chrome 62.0 for android,,mobile
DEV_3707a6e5d142,Windows | Windows 8.1 | chrome 58.0 | 1600x900,Windows,Windows 8.1,chrome 58.0,1600x900,desktop
DEV_7d52cc375cdf,Le | Android | chrome 62.0 for android | 1024x768,Le,Android,chrome 62.0 for android,1024x768,mobile
DEV_21f570517de1,Ilium L1120 Build/NRD90M | Unknown | chrome 62.0 for android | Unknown,Ilium L1120 Build/NRD90M,,chrome 62.0 for android,,mobile
DEV_dc444427b623,MacOS | Mac OS X 10_13_1 | chrome 62.0 | 1344x756,MacOS,Mac OS X 10_13_1,chrome 62.0,1344x756,desktop
DEV_da74410bf52b,Windows | Windows 8.1 | chrome 62.0 | 1280x720,Windows,Windows 8.1,chrome 62.0,1280x720,desktop
DEV_fb3c1bc3ad92,MacOS | Mac OS X 10_12_6 | chrome 61.0 | 3360x2100,MacOS,Mac OS X 10_12_6,chrome 61.0,3360x2100,desktop
DEV_06daa28b0f2b,XT1650 Build/NCLS26.118-23-13-3 | Android 7.1.1 | chrome 62.0 for android | 2560x1440,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 62.0 for android,2560x1440,mobile
DEV_1b1fd48fb23f,SM-T377P Build/NMF26X | Android 7.1.1 | chrome 60.0 for android | Unknown,SM-T377P Build/NMF26X,Android 7.1.1,chrome 60.0 for android,,mobile
DEV_98cd7615f067,Windows | Windows 10 | chrome 60.0 | 1280x1024,Windows,Windows 10,chrome 60.0,1280x1024,desktop
DEV_ca4a2173ccfe,rv:48.0 | Mac | firefox 48.0 | 2048x1152,rv:48.0,Mac,firefox 48.0,2048x1152,desktop
DEV_7ea22fe218d9,Windows | Windows 7 | chrome 61.0 | 1280x800,Windows,Windows 7,chrome 61.0,1280x800,desktop
DEV_16bb2ddcd47f,Windows NT 6.1 | Windows 7 | ie | 1280x1024,Windows NT 6.1,Windows 7,ie,1280x1024,desktop
DEV_efad0876acac,QTAQZ3 Build/LMY47V | Android 5.1.1 | chrome 62.0 for android | Unknown,QTAQZ3 Build/LMY47V,Android 5.1.1,chrome 62.0 for android,,mobile
DEV_71cba5c308bf,Windows | Windows 10 | chrome 62.0 | 1624x1080,Windows,Windows 10,chrome 62.0,1624x1080,desktop
DEV_3f2624b74f48,Windows | Windows 10 | firefox 57.0 | 1920x1200,Windows,Windows 10,firefox 57.0,1920x1200,desktop
DEV_c552afd5978e,Windows NT 6.1 | Windows 7 | ie | 1280x768,Windows NT 6.1,Windows 7,ie,1280x768,desktop
DEV_1a2ae90451d5,rv:11.0 | Windows 10 | ie 11.0 for desktop | 1680x1050,rv:11.0,Windows 10,ie 11.0 for desktop,1680x1050,desktop
DEV_201cd652b395,MacOS | Mac OS X 10_9_5 | safari generic | 1680x1050,MacOS,Mac OS X 10_9_5,safari generic,1680x1050,desktop
DEV_72d2b1678f6f,MacOS | Mac OS X 10_11_6 | chrome | 1440x900,MacOS,Mac OS X 10_11_6,chrome,1440x900,desktop
DEV_c72809c598d2,Windows | Windows 10 | edge 14.0 | 3000x2000,Windows,Windows 10,edge 14.0,3000x2000,desktop
DEV_dbb397be6caa,SM-A310M | Unknown | chrome 62.0 for android | Unknown,SM-A310M,,chrome 62.0 for android,,mobile
DEV_dd002ab305a4,F5321 | Unknown | chrome 62.0 for android | Unknown,F5321,,chrome 62.0 for android,,mobile
DEV_b6b58d917bb7,MacOS | Mac OS X 10_8_5 | safari generic | 1440x900,MacOS,Mac OS X 10_8_5,safari generic,1440x900,desktop
DEV_8d31a45377b0,Windows NT 6.1 | Windows 7 | ie | 1536x864,Windows NT 6.1,Windows 7,ie,1536x864,desktop
DEV_c331ce29325c,MacOS | Mac OS X 10_12_6 | chrome 62.0 | 1366x768,MacOS,Mac OS X 10_12_6,chrome 62.0,1366x768,desktop
DEV_6a05cbbe40c3,KFTBWI Build/LVY48F | Android 5.1.1 | chrome generic | 1280x800,KFTBWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800,mobile
DEV_9816f9f23949,rv:48.0 | Mac OS X 10.6 | firefox 48.0 | 1680x1050,rv:48.0,Mac OS X 10.6,firefox 48.0,1680x1050,desktop
DEV_84f4f13a0d28,SM-G950F Build/NRD90M | Unknown | chrome 61.0 for android | Unknown,SM-G950F Build/NRD90M,,chrome 61.0 for android,,mobile
DEV_4432621b486c,rv:11.0 | Windows 7 | ie 11.0 for desktop | 1920x1200,rv:11.0,Windows 7,ie 11.0 for desktop,1920x1200,desktop
DEV_68640679a100,iOS Device | iOS 11.1.2 | mobile safari generic | 2732x2048,iOS Device,iOS 11.1.2,mobile safari generic,2732x2048,mobile
DEV_916ef70be74e,Windows | func | chrome 62.0 | 1920x1080,Windows,func,chrome 62.0,1920x1080,desktop
DEV_3ff0b1517f23,MacOS | Mac OS X 10_10_5 | chrome 62.0 | 1800x1125,MacOS,Mac OS X 10_10_5,chrome 62.0,1800x1125,desktop
DEV_92f994778834,Windows | Windows 7 | chrome 59.0 | 1920x1080,Windows,Windows 7,chrome 59.0,1920x1080,desktop
DEV_2a5a44d67325,M4 SS4453 Build/MMB29M | Unknown | chrome 62.0 for android | Unknown,M4 SS4453 Build/MMB29M,,chrome 62.0 for android,,mobile
